Id,Text,Topics,Emotions,Valence
2239136,"i was actually kinda looking forward to the lemon / mosty because i wanted to read how the mating ritual is completed, and why they need to consummate to complete it...i dont suppose theres another place where u can post it? and its ABOUT TIME that kakashi finally realize whats in front of him! gosh","Discussion about the story,One-sided connection,Update encouragement","Like,Anticipation / Hope",Neutral
4479953,SEQUELLLLLLL! am 2 lazy to sign in but thats my name. PLease have happy ending 'kay? :D:D hope Sasuke and Itachi will be brothers agen :D:D:D,"Shallow positive,Targeted corrective or constructive,Discussion not about the story,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
6761809,I hope there's a little romantic scene XDD,Targeted corrective or constructive,"Joy / Happiness,Anticipation / Hope",Positive
7604010,What happened write what happened to hiccup. I really want to know Thanks,Update encouragement,Anticipation / Hope,Neutral
7181451,NO! don't break rogue and remy up PLEASE! :-( i've had enough of that from marvel as it stand! this is a great story just don't break em up!,"Shallow positive,Targeted corrective or constructive,Fandom remarks","Anger / Frustration,Like,Sadness",Positive
4481996,Oie Nha ** que lindos esses dois capitulos Tah muito muito muito boa a fic *-* tem tudo pra ficar ótima D Boa sorte n_n To esperando o proximo cap. Kissus Sayonara \o,Miscellaneous,Unknown,Unknown
11144012,"WHAT THE HELL YAMI, YAMI MOUTO IN A MINI VAN!(LAUGHS HEAD OFF) OK OK OK *BREATHES* ANY THIS IS A LOVELY STORY! stacy:WHAT!this isn't lovely its' FUNNY! HA MINI VAN!*LAUGHS HISTERICLY* until PRIEST SETO comes in : WHAT THE HELL! WOMAN WHY ARE YOU LAUGHING SO HISTERICLY! I SWEAR- But before he could finish sweet cookie dough comes in with a gun and- sweet cookie dough: *GUN FIRES* DIE! BASTARD! DIE! DIE! YOU DEMOND FROM HELL! DIE! * still while shouting seto in the head* comes in , in an attempt to kill p. seto then 2 police men comes to take her away *LATER* who have numorus scares and bandages on his head came in back from the hospital with some teeth missingand said : I'M SO LUCKY I SURVIVED THAT! i would have been a gonner if it wan't for my- but before he could finish stacy who snuck away while s.c.d. and were um... fighting came in after she herd the news stacy: you sent my sister to the LOONEY BIN! YOU DIRTY tea loving BASTARD! and with that she pulled out a blow torch and set his but on fire while she tied his balls to yami's mini van and dragged him all over domino while laughing like a lunitic. with policemen chasing her. THE END : X_X",Miscellaneous,"Anger / Frustration,Joy / Happiness,Surprise,Confused,Disturbed / Disgust,Sadness,Unknown",Neutral
5978041,Make moreeeeee,Update encouragement,Anticipation / Hope,Neutral
7261362,Are you going to make a sequel? Please make a sequel. That story is to good to fly solo.,"Shallow positive,Update encouragement","Like,Anticipation / Hope",Positive
2461210,"I dont think it was crappy. Life happens sometimes. Anyways, it was a little bland, but more than enjoyable.",Shallow positive,Like,Positive
7731461,"aw, it was short- but anyway luv the story so far",Shallow positive,"Joy / Happiness,Like",Positive
2275355,"Dude.. I LOVE! Your story! It've shocked me so-freaki'sh-much when I read how many reviews you've had (But then I read the story and wasn't that shocked, acctualy maybe just a bit sissapointed, 'cause every real SxN fan-girl og boy *of-cour'* should know of this story!)! Amazingly! never seen anyone in FF've so many! Then i started readin' ya story yesterday, Oh. My. F*CKING. GOD! It's good (No wait? It's beyond good!), I luv! The way you make the realationship between Sasuke 'n Naruto, teacher 'n studen grow stronger and stronger as time passes by! The denial is just such tension! I just, love! Love! Love-freakin'-LOVE! L.O.V.E the whole freak'ish story! And I've read lots of your SasuNaru stories, LOVES SASUNARU! Just can't wait for another chap! I'm so excided! I just really wanna say I love the whole story n' plot(once again, just really feels a need to tell ya)! I think ya doin' a gr8 job with the whole story (Even through I'm somehow really thirsty to see some SxN action here! *SQUEELS like a Sasuke fan-girl* Oh well! _ Just gotta keep on waitin' 'till it'll be there! Am I right, or am I right? Lol, also gotta say that Imma 'Ruto-fan, so, err.. I just love it even more, when you go around and make him all more sexy!) Btw. Sorry for my somehow crapp'ish english man.. Dude I'm from Denmark, but that doesn't keeps me from readin' such a deliscious story of yours! Keep up the good work. 5/5!3 I'm so much gonna keep readin' this story! All along to the end! Thnx for uploadin' man. (Btw, I'm a girl, which you prbly have figured out by now! :D) Keep up the good(god'ish) woork!","Targeted positive and corrective/constructive,Discussion not about the story,One-sided connection,Update encouragement","Joy / Happiness,Surprise,Like,Anticipation / Hope",Positive
11561438,"I love this fanfiction, even though I don't ship Gruvia. GAHH! MY BRAIN HURTS! DO I SHIP GRUVIA, OR DO I NOT? GUW4HTGOWUJHREFLIUDUHNCF My heart at the moment So random :3 Anywho, keep up this amazing fanfic! Thanks for loving me for ten seconds c: Bai :P","Shallow positive,Update encouragement","Joy / Happiness,Confused,Like",Positive
11254559,hary up and update,Update encouragement,No emotion,Neutral
10461896,"OMG! That man was Saki. Is it a grown man? And would that mean that at the time they went out it was illegal? I was looking forward to seto singing a song. Oh, I can't wait til we learn about both of their past. Bree-Bree","Targeted corrective or constructive,Discussion about the story","Surprise,Anticipation / Hope",Neutral
9259325,"OK, sorry, I had to go. Here's my challenge... ~ pizza Bumlets and Blink Jesus Christ Superstar (the MUSICAL) 209 words ~ Mush ha ha, up for the challenge? I think you are! Go! Yeah! ~ Cheers, Buttons","Discussion not about the story,Two-sided connection,Update encouragement,Miscellaneous","Joy / Happiness,Anticipation / Hope",Neutral
4158492,I would have signed on but I can't review more than once. I love it remember! You have to remember to update soon! I'll be expecting a story tomorrow and a the day after that. i love this story. I'll be home a 4 so please update anyway you can! _,"Shallow positive,Discussion not about the story,Two-sided connection,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
7184149,Awewwwwwwwwww! Little Malfoy's always sound so cute! Haha now I know Hermione will change her mind! Hahaha love this story! More please:),"Shallow positive,Fandom remarks,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
10537669,I hope Harry does not enter the Triwizard Tournament. I think Voldemort will instruct Crouch Jr. to enter Adrian's name because he thought the name of the green-eyed baby was Adrian. But I look forward to Harry meeting Fleur again. Another very nice chapter.,"Shallow positive,Targeted corrective or constructive,Discussion about the story,Fandom remarks,Update encouragement","Like,Anticipation / Hope",Positive
3417057,Awesome chap i hate u robin ( poor star :( try to update asap,"Shallow positive,Update encouragement","Anger / Frustration,Like",Positive
10915493,Ahahah! I liked it :),Shallow positive,"Joy / Happiness,Like",Positive
2445959,lovin it bro update soon,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
8189783,"esta historia me gusto por lo de las sacerdotizas y la cinfusion pero sobre todo de los sentimientos de inuyasha sigue asi,muy bien,bay.",Miscellaneous,Unknown,Unknown
5570722,guwleee apaaaa ini huhuhuhu kereeen bangeeet bingung ngasi saran apaaaaa kereeen josssssss,Miscellaneous,Unknown,Unknown
4852315,"I loved it, once again. It was totally worth the wait! I read the Naruto Sasuke kissing scene like, three times. XD -Faithful reader, Saira",Targeted positive,"Joy / Happiness,Like",Positive
5776911,"Daebak ceritanya ,ayo author buat chap 2 ,sampai baby changmin lahir ,appa bear memang mesum ,kasihan umma kitty ,gomawo author",Miscellaneous,Unknown,Unknown
1636376,amey honey,Miscellaneous,Unknown,Positive
4734071,This was awesome :),Shallow positive,"Joy / Happiness,Like",Positive
9117323,"Désolé de te contrdire encore une fois mais Gin a bien les yeux bleus. Si tu ne me crois pas regardes la couvertue du volume 20, tu sera certainement surprise. Etant donné que c'est Kubo-sama qui dessine les couvertures des volumes, je pense qu'on peut leur faire confiance. Navré si ça te parrait complètement idiot, je dois être un pêu idiot quelque part. Pour la scène entre Gin et Kira, je préfére ne pas te faire part de ce que j'en pense réellement. Je te dirais juste que j'ai trouvé ça dommage. Ceci dit, ta fic n'est vraiment pas mal, continue comme ça et courrage.",Miscellaneous,Unknown,Unknown
1054470,I really like your do more!:),"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
11084456,I like it so hurry up with the next chapter.I saw that you had like 550 reviews so I thought that this fic would be interesting.,"Shallow positive,One-sided connection,Update encouragement",Like,Positive
7576803,Wont be for long when they know the truth. Can you add the book of dragons a httyd mini movie.,Miscellaneous,Anticipation / Hope,Neutral
3384472,Awwws :D,Shallow positive,Like,Positive
276627,good...ditunggu lanjutannya kakak...lam hangat silentders,Miscellaneous,Unknown,Unknown
8052957,"Hello, yor story is so flufy i love flufy stores! _",Shallow positive,"Joy / Happiness,Like",Positive
11336522,"Hmm. I like this story and the fact that you touch upon the gender prejudice in the Imperialistic Era of China within the army. However, there are some points I'd like to touch on, which didn't make sense to me: I know that this is from Shang's POV, so it might be a little bias that he thinks overly highly of Mulan's fighting abilities. I mean, most people take years of intense training to become actual masters of a martial arts style and we saw from the movie that Mulan is not a prodigy (although she is exceptionally strong willed and extremely hard working). And though you can argue that her father taught her some, with his condition, I doubt he could effectively demonstrate the more complex moves (especially jumping). That said, you might want to tone down her fighting prowess a bit. Not saying that she isn't a good fighter, but given the timeline she's more experienced in fighting by an militarized training style than by a specialized martial arts style. You could say that someone her father knows showed her how to do a few (not too much, given the time limit) moves and that would be more plausible. Another point I'd like to make is the deference Mulan isn't giving Shang in front of the rest of the subordinates. A fight like this, although entertaining to read because you do write a good fight scene, should never have occurred in the first place because they are on a mission and Shang is their superior officer. Soldiers are trained to show respect to their superior officers and as a general, Shang is expected to keep a professional distance from his subordinates (otherwise, it's like having a judge discuss the politics in the upcoming election with the attorneys while in the middle of a court session). Therefore, Mulan should never have asked Shang for a spar in the first place because that can be seen as a challenge to his authority and would be held against her as her having a lack of propriety and a poor sense of judgment (if they're in supposed unfriendly territory), and considering the company they're keeping too, that's the last thing they'd want to do. And as a side note, this could make Shang seem incompetent as a general (the decision to partake in a spar on a mission and the fact that he lost -unfair, I know, but people expect leaders to be on a level above them and can take it as an insult if he shows that he wasn't-) Instead, it might have been better and brought a point home to these men if she had fought one of them (because they could also take her win as Shang going easy on her -it's because they know Shang is on her side; people would still doubt others if their friend supports them but will have no choice but to believe in others when an enemy does-). This brings me to my final point: the favoritism Shang is displaying towards Mulan. The fact that the pranks were played on her were discreet and that there was no direct evidence of who carried them out meant that the matter shouldn't have been brought to his attention (officially speaking). In a case where these men are actively trying to find ways to discredit Mulan, calling such cases out just because it inconvenienced a single soldier (unless she complained herself, and she definitely doesn't want to do that -she'd be ostracized as a snitch AND a woman-) would only show that Shang doesn't actually see her as another soldier and does treat her as special (and it shows that Mulan can't take care of herself without help -another thing she'd like to avoid-). Shang is a general and he making these special allowances for Mulan is unprofessional and would only portray favoritism towards her in front of the others, which wouldn't help her show that she is no different from the male soldiers. It's not fair, true, but for prejudice to grow strong only takes a small seed of discord and demonstrating even a niblet of favoritism can create that seed. It probably would have been better and more convincing if Mulan took care of the problem herself. In doing so, she can also gain the respect she deserves from the other soldiers (kill 2 birds with 1 stone). That's about all. I do like the chemistry between Mulan and Shang (albeit a tad too sappy for my taste). And I want to see Mushu and Cri-kee, although I absolutely love Kang. I like this story and would like to see where it goes.","Targeted positive and corrective/constructive,Discussion about the story,Fandom remarks,Update encouragement","Like,Anticipation / Hope",Positive
11971426,"Wow! That was quite an intense and a lovely chapter ! I am, so happy to see this story is updated! Keep up the fantastic work!","Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
7033613,"Haha Stan! I totally called it! Thank you for getting your muses outta my head, i think Ash was flirting with one of my muses and indy... not going into details on that.","Discussion about the story,Miscellaneous","Joy / Happiness,Unknown",Positive
1315158,update damn it!1,Update encouragement,Anger / Frustration,Neutral
8064958,very awsome fic! keep up the awsome writin'.,"Shallow positive,Update encouragement",Like,Positive
2774876,To len:who would u rather rape? Rin or miku? To miku: who do u like in this room?,Discussion about the story,No emotion,Neutral
9047282,This is a great story the best Gir story on this website when I read stories that are great I dislike others this is great and proves immortality isn't worth it does Gir go to Heaven? A,"Shallow positive,Discussion about the story",Like,Positive
8963366,"Órale! Me tope con tu fic resientemente y me gusto y por cierto lo de la vista, vamos! Tiene que ver ya a su mejor amiga (para que al final la rechaze Jajaja no es cierto) p y bueno espero que sea pronto veo que llevas tiempo con esto así que tal vez me desespere",Miscellaneous,Unknown,Unknown
5166127,Lanjuuuuuuuuut.. Bkal seru nih hehhe...XD hwaiting,Miscellaneous,Unknown,Unknown
1479658,"Okay, this chapter literally brought tears to my eyes akldfjalkjs it was so sad, hopeful, and sweet. ;0; MAITO AI(MI) OMFG THATS SUCH A GREAT NAME. And then Lee goes and has a kid named Metal Lee, so obviously the naming skills are up to par for these Youthful Men, haha","Shallow positive,Miscellaneous","Joy / Happiness,Surprise,Like,Sadness",Positive
5723892,"Akhirr nya update jgggg huwaaa sehun pindah rumah jg dan akhir nya sehun menginginkan luhan selama nyaa duuhhh crtianin jg sma sarah,sarah tau jg yg salah siap? Dan bwwtt sehun smngattt krjaa nyaa . Duhh thorr ini chp nya pnjng koq gx tau dehh thor aku hrus ngomong apa lgi inii daebakk dan aku ykinn ch brikutt nya bkiiinnn gregettt oke next deh thor fastupdate thorr",Miscellaneous,Unknown,Unknown
4750873,Me encanto el giro de la historia pp,Miscellaneous,Unknown,Unknown
288466,"My lord, this chapter seriously took me by surprise. I absolutely love how you've written Sasuke coming to terms with his feelings for Sakura and how mad he was at Madara. Speaking of Madara, I absolutely adore how you've written him. The pacing for his feelings aren't too fast, the night terrors are really descriptive, and the raw emotion he exhibits throughout this story absolutely entices me. I believe it was the third chapter that made me cry but I kept on reading, forgetting that I was supposed to review on how amazing this story is. This story seriously deserves more reviews. Please keep up the good work, I'd really love to continue reading this story till the end.","Targeted positive,One-sided connection,Update encouragement","Joy / Happiness,Surprise,Like,Sadness",Positive
5025469,"Wah, skarang ak jadi ska brkeliaran*?* d ff eonni! Daebak eon! Oya yg poll aku pilih C... Bgs ko'. Ak ska. Dtunggu ff yg lain",Miscellaneous,Unknown,Unknown
8242832,I love how Ron is a jerk. I love mean Ron in fanfiction thanks. Make him as nasty and make Draco as amazing as possible thnx,Targeted positive and corrective/constructive,"Joy / Happiness,Like",Positive
3785930,"Aku baca dari chap 1-end, ceritanya serius bikin baper maksimal loh... Bikin aku dpt ide, gimana kalo stori ini di bikin sekuel reincarnation nya, jgn angst lagi tapi masuk kategori revenge happy ending (ttp yaoi stori KrisXchanyeol) Itu pun Kalo dirimu minat lanjutin storinya jd sekuel happy ending sih.. Tapi kalo dirimu dah cape dan gak minat ngelanjutin, gimana kalo aku yg lanjuti fic ini jd sekuel reincarnation ? Boleh gak? Kalo dibolehin aku kerjain sekarang deh...mumpung idenya masi di otak nih.. Kutunggu jwbn nya di mailku :",Miscellaneous,Unknown,Unknown
11703702,Loved it,Shallow positive,"Joy / Happiness,Like",Positive
2335468,She's always hungry lol,Miscellaneous,Joy / Happiness,Neutral
7244050,Brilliant 3,Miscellaneous,Unknown,Positive
1601511,This should be a saga.,Targeted corrective or constructive,No emotion,Neutral
4707183,"Me encanto, pensé que lo habías dejado",Miscellaneous,Unknown,Unknown
10360632,en la manada central xfa,Miscellaneous,Unknown,Unknown
10676511,The feelings will be unveiled soon! :),Shallow positive,"Joy / Happiness,Anticipation / Hope",Positive
5476932,next kilat eonni ;),Miscellaneous,Unknown,Unknown
11214173,I don't see how that's supossed to be funny.,Targeted corrective or constructive,Confused,Neutral
3226980,Ahh! A cliffhanger! Is her mom okay? She's not dead is she? That wouldn't be good. That's probably why she was crying. Can't wait for the next chapter!,"Discussion about the story,Update encouragement","Surprise,Like,Anticipation / Hope",Neutral
845262,"Good job,can I ask you to maybe considering doing a jubi naruto or perhaps something similar to demonic statue jinchuriki.",Targeted corrective or constructive,Like,Positive
1472829,"Wow. Nicely done. The flow of the story was great, not disjointed at all. I really enjoyed reading it. And, the first person POV worked really well for this story. A weird story, but it's a good kind of weird.",Targeted positive,Like,Positive
7884220,la première phrase en dit long :DDDDD,Miscellaneous,Unknown,Unknown
5684733,"weees ff nya nyesek:( aku dptt feel bgt kalo si baek itu mmg rapuh bgt, cuma dia nutupin pake sifat egois nya ughh thor buat si baek nyerah kek, si baek sama si kris atau siapa aja dlu. yaa rapi ending nya ttp chanbaek dong yuhhuuuuu semangat thor{} fast apdet:* ini story yg asik dan bgus, berbeda ceritanya. baru kali ini dpt ff sekeren ini wkwk :D",Miscellaneous,Unknown,Unknown
12183365,please update soooooon!,"Shallow positive,Update encouragement",Like,Neutral
6561700,... Kaiya sure knows how to take people by surprise. I wonder what Inuyasha's brother was thinking.,Discussion about the story,Surprise,Neutral
9964584,heh pretty sad and i liked Ulrich too but i am a boy and i dont like him love him he is just my 3rd fave character,Discussion about the story,Sadness,Neutral
10763989,you updated! nice chapter. malik seems to hate bakura so much... T.T but i can't blame him anyway...,Shallow positive,"Joy / Happiness,Like",Positive
85882,What the hell? What happened to the other chapters? There were like ten of them on here and a whole lot more comments,Discussion not about the story,"Surprise,Confused",Neutral
5526869,"Kakak, ceritanya bagus ㅠ.ㅠ di tunggu kelanjutannya ya kak",Miscellaneous,Unknown,Unknown
7702558,Thank you for updating. :) Cookies (::) (::),"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
11480266,"Mr. Crocker... He is a cross-dresser. Mr. Corcker: I'm not a cross-dresser! Mr. Crocker... His first name is Betty. Mr. Crocker: My name is not Betty! It's Denzil! Mr. Crocker... He likes to cook in his spare time and always creates new food recipes. Mr. Crocker: No I don't! I spend all my time hunting fairies! My name is not Betty, and I don't cross-dress! OK. If your name is not Betty, and if you don't cross- dress, and cook in your spare time then what do you do when you wear a dress? Mr. Crocker: I don't wear dresses! Yes you do! I thought you wear rubber ones. Mr. Crocker: Oh I was wearing that to model it for my mother so she can hem it. Then why did you say ""it does make me feel pretty"" Mr. Crocker: well... I don't know. It did! Uh huh... Mr. Crocker... he is a female model! Mr. Crocker: I'm not a female model! I'm not even a female! I'm a male! I allready said I was wearing that dress because- HEY WAIT A MINUTE! HOW DID YOU KNOW I WAS WEARING A RUBBER DRESS? UM it was all over the Internet, and the media remember? - BEST LINE(S) EVER! Please do Happy Peppy Gary/Betty (Warning: Anytime I review this I'm most likely going to ask/say this)","Shallow positive,Targeted corrective or constructive,One-sided connection,Update encouragement,Miscellaneous","Joy / Happiness,Surprise,Confused,Like,Anticipation / Hope",Neutral
915565,Dude you should finish the stories you have started because it becomes irritating that you are starting different stories but not completing the previous ones... So please complete them and give regular updates,"Targeted corrective or constructive,One-sided connection,Update encouragement","Anger / Frustration,Dislike",Negative
9917043,Really good! Keep writing! And add HxG soon!,"Shallow positive,Update encouragement",Like,Positive
6945291,Omg this is amazing. i love when he get captured (i am wierd)but i cant find anything that portrays it like this. plz continue this,"Targeted positive,Update encouragement","Joy / Happiness,Like",Positive
8124958,"If this is before the Toutousai episodes, why is Rin there? And talking? She didn't show up until the end of them, after Inuyasha learned the Kaze no Kizu. Although I'm not so suprised, I learned most of what I know about Inuyasha from reading fanfiction. However, I think it would be cool if it were in the story.","Targeted corrective or constructive,Discussion about the story,Fandom remarks",No emotion,Neutral
4995975,"Msih bingung,jongin itu ninggalin kyung apa emg mereka pisah secara baik"". Aaaarrggh penasaran",Miscellaneous,Unknown,Unknown
10651334,Οταν το ρολοι χτυπησε 4 η ωρα ο αστερουλης μαζι με τον αντρα μου για συνοδο ειδαν το τριτο φαντασμα.Φορουσε μια μακρια μαύρη φουστα και ειχε μια κουκουλα που καλυπτε το προσωπο της.Αυτη λεει:Ειμαι το φαντασμα των μελλοντικων χριστουγεννων και θα σας δειξω τι θα γινει στο μελλον οι σκιες που θα σας δειξω θα μπορειτε να τις δειτε.Τους παει σε ενα μερος και ο αδερφος μου ρωταει καθως ο αντρας μου με βλεπει που περπατουσα μες στο κρυο:Εδω ειμαστε.Εγω τους χεραιτησα αλλα ειπα στον εαυτο μου:Ωω κανει πολυ κρυο ποιος ειναι ο προορισμος μου ωω το σπιτι της φλυττερσυ.Στα μισω του δρομου ξεπαγιαμενη επεσα νεκρη.Ο αδερφος μου ειδε πως ο αντρας μου ετρεξε κοντα μου και ειπε:Αστερουλιτσα ωω οχι αγαπητη μου αδερφη ξυπνα λυπισου τον αντρα σου και εμενα Ωω πνευμα πες μου πως αυτο δεν θα ειναι το μελλον.,Miscellaneous,Unknown,Unknown
9756232,"Your story is great I just hope its longer, but its defenitely catching, with cliffys and all. I hope you update soon ... really soon... Please...","Targeted positive and corrective/constructive,Update encouragement","Like,Anticipation / Hope",Positive
1449762,"aku benci sasori #dihajar sasoFC ganggu sasusaku ajja.. sasu jg, mesum banget tp aku suka XD #plaak! update KILAT XD",Miscellaneous,Unknown,Unknown
105367,This story needs to keep going because I am loving it.,"Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
5646461,"heeiiiiiiiiiiii apa2an inn . padahal aku udah seneng lho... tapi,,,tapi,,,tapi,, hiks... . jahat,eoh? . palli ne? #puppyeyes",Miscellaneous,Unknown,Unknown
6384177,"MWA HA HA I love this story! This story is amazing. I love the new characters, and the characters from the original stories are well portrayed. Good so far, but please keep writing. A note to the readers: So far Alasdair seems kind of like a jerk with problems, but honestly he is the coolest character in the entire story! Keep reading, he becomes cooler!","Targeted positive,Discussion about the story,One-sided connection,Update encouragement","Joy / Happiness,Like",Positive
12033119,The letter is so so so beautiful. I was crying halfway through it. Hope you will write a happily ever after for them!,"Targeted positive and corrective/constructive,Update encouragement","Like,Anticipation / Hope,Sadness",Positive
8065908,"me gusto mucho el capitulo sobre esta pareja de Nell y Grimm, fue tierno, me gusto que al final pudieron confesarse y ser sinceros con sus sentimientos, espero leer los próximos. y espero que hayas pasado una bonita navidad.",Miscellaneous,Unknown,Unknown
9470852,How does Scorpius have the dark mark?!,Discussion about the story,"Surprise,Confused",Neutral
8516640,This was so funny I was laughing a good ten minutes!Do you mind if i show this to my friends?Oh I wish I was Sango...How fun would it be to be able to slap Miroku around...lol,"Targeted positive,Discussion not about the story","Joy / Happiness,Like",Positive
